property_type,num_beds,num_baths,size_sqft,furnishing,lat,lng,subzone,planning_area,price,built_year,tenure,pri_sch,sec_sch,mrt_station,population_density,closest_dist_to_mrt,closest_dist_to_pri,closest_dist_to_sec,close_pri_sch,close_sec_sch,closest_dist_to_shop,closest_dist_to_com
condo,3,3,1475,unspecified,1.311,103.9,geylang east,geylang,3150000.0,2002,freehold,2.0,0.0,3.0,11604.095563139932,415.1306925962342,1343.2635384169912,1270.608515503607,0,0,819.9976722976163,2224.2056988527115
terraced house,6,6,3863,unspecified,1.429,103.75,woodgrove,woodlands,2940000.0,1998,99-year leasehold,2.0,1.0,0.0,20304.04999399111,1408.10107958616,2667.055703189551,3037.638299253357,0,0,3365.9936358638042,1446.5573761042212
hdb,3,2,1033,fully,1.311,103.75,clementi woods,clementi,912300.0,2013,99-year leasehold,0.0,2.0,0.0,15122.873345935726,1763.5520431509838,813.9801838083357,897.6707399813896,1,1,1677.3433918298676,1952.2013472082579
condo,1,1,463,partial,1.317,103.8,nassim,tanglin,1344000.0,2015,freehold,0.0,0.0,1.0,4541.768045417681,569.290938701315,611.4072527776592,409.5359951827492,1,1,1883.6948502854393,2771.776373443841
condo,3,2,1259,unspecified,1.292,103.9,clarke quay,singapore river,3771600.0,2026,99-year leasehold,0.0,0.0,1.0,447.9669193659545,1203.7458278992451,2367.9168256674516,1202.6009693394988,0,0,1151.9495889063596,2348.698775625411
hdb,3,2,1033,unspecified,1.393,103.9,fernvale,sengkang,630000.0,2010,99-year leasehold,2.0,1.0,0.0,24586.051179126945,2279.24056967619,40.27027684143462,397.9518483838302,2,1,160.97196892902406,1460.7624997981793
condo,2,1,560,unspecified,1.344,103.9,upper paya lebar,serangoon,1029000.0,2016,freehold,0.0,1.0,0.0,18829.290006677053,592.111411528277,391.8917900805705,396.0416515701141,3,4,805.5371351417185,886.879446705377
hdb,3,2,1205,unspecified,1.402,103.9,matilda,punggol,648900.0,2017,99-year leasehold,1.0,1.0,0.0,38675.2611691487,2566.597997062292,1052.275040072073,1321.8444675713824,0,0,1192.286248651784,1203.5887598083707
condo,3,2,1399,partial,1.3,103.8,leonie hill,river valley,4357500.0,2014,99-year leasehold,0.0,0.0,0.0,8466.757123473542,922.5427405893671,666.0281878053671,714.1349311885616,1,2,1381.2952598926508,1643.7276419983812
landed,5,4,3090,partial,1.329,103.8,hillcrest,bukit timah,4179000.0,2009,99-year leasehold,1.0,2.0,0.0,3591.883178456287,726.9914311983855,702.7715797724903,912.8134528691489,1,1,2347.2304379081397,3541.2758581910693
condo,2,2,872,unspecified,1.331,103.75,sunset way,clementi,1648500.0,2024,999-year leasehold,0.0,0.0,0.0,5861.603900819588,888.6635210704789,1622.3545764519008,1350.3415262655758,0,0,535.6754798656024,453.2542515024751
condo,3,3,1119,unfurnished,1.327,103.8,coronation road,bukit timah,2940300.0,2022,99-year leasehold,0.0,1.0,2.0,4694.407410006315,619.0371920987166,768.5728430646536,820.9490581827473,2,2,2449.024797622005,3390.4506748929703
condo,1,1,517,unspecified,1.366,103.9,serangoon garden,serangoon,965000.0,2021,99-year leasehold,2.0,2.0,0.0,11934.374173061657,1304.4785113593734,777.6785230418866,594.6757603941712,2,3,1088.6823508136454,1690.077504845282
executive condo,3,3,1313,unspecified,1.352,103.7,yunnan,jurong west,1260000.0,2000,99-year leasehold,5.0,1.0,0.0,30594.207496713952,1899.2048056107371,864.1666258382156,1479.3608420946775,1,0,1144.982121122395,615.3620253768095
hdb,4,2,1356,unspecified,1.3955,103.9,anchorvale,sengkang,813800.0,2003,99-year leasehold,3.0,1.0,0.0,32150.73160954099,2316.260313375246,292.7421351998213,622.4273080624021,2,1,443.82459946617297,1473.4968381402593
hdb,3,2,1001,unspecified,1.309,103.8,ghim moh,queenstown,932400.0,2017,99-year leasehold,0.0,0.0,0.0,28521.416803953874,1136.4206388140085,1441.7184095483487,1314.7079153402278,0,0,1331.5509026922628,2503.5823999332497
hdb,3,2,1290,unspecified,1.305,103.94,marine parade,marine parade,819000.0,1975,99-year leasehold,2.0,1.0,0.0,23172.41379310345,2688.290044148325,1686.6493253026806,1275.5833184715132,0,0,2418.114529372726,4570.1053186644585
bungalow,5,5,6000,unspecified,1.248,103.8,sentosa,southern islands,22890000.0,2010,99-year leasehold,0.0,0.0,0.0,407.0670191783122,2174.0468120214177,3179.9328338839773,3389.468089687664,0,0,2020.2520256754644,4476.385935204988
hdb,3,2,1109,unspecified,1.332,103.9,kim keat,toa payoh,651000.0,1988,99-year leasehold,0.0,0.0,0.0,21525.148729042725,630.7761631924278,392.8961303249328,256.66607537832215,2,1,738.6150450305407,2158.494168928009
condo,3,3,1249,unspecified,1.315,103.8,nassim,tanglin,3779000.0,2022,freehold,0.0,0.0,1.0,4541.768045417681,611.5387340671831,766.529220102696,591.1588980049153,1,1,1728.7910777290197,2683.888705499148
hdb,3,2,1011,unspecified,1.392,103.9,fernvale,sengkang,672000.0,2018,99-year leasehold,2.0,1.0,0.0,24586.051179126945,2236.306555729085,144.0915696089222,359.4186318651364,2,1,126.70956586505108,1472.5956343615394
condo,3,3,915,unspecified,1.353,103.94,tampines west,tampines,1260000.0,2018,99-year leasehold,3.0,3.0,3.0,22925.29926335175,787.9213008322974,334.7137803888868,260.4866075580629,4,4,333.22591800098763,857.5763161013754
executive condo,3,2,1324,partial,1.332,103.75,taman jurong,jurong west,1428000.0,2016,99-year leasehold,1.0,2.0,1.0,26894.83258101462,866.5138697469229,1569.518575623901,1452.4074403861603,0,0,461.3655158532426,541.4382219192876
condo,2,1,797,unspecified,1.319,103.9,aljunied,geylang,1281000.0,2017,99-year leasehold,2.0,2.0,3.0,13503.292250548708,434.41007533248654,946.972851468667,900.566621383998,1,1,1551.5226760754467,2060.73226079669
executive condo,2,2,829,unspecified,1.397,103.94,waterway east,punggol,1047900.0,2014,99-year leasehold,3.0,1.0,0.0,33964.54472199838,3014.6204119954273,2132.7161056727896,2878.1490385345915,0,0,2161.2570320426157,1993.210873241729
condo,3,2,958,unspecified,1.339,103.9,bidadari,toa payoh,1998200.0,2024,99-year leasehold,1.0,1.0,2.0,17.46724890829694,466.24104057583196,374.8339978695447,409.56522870933753,2,4,1092.6701086931953,1409.755603020523
condo,4,5,2368,unspecified,1.311,103.8,newton circus,newton,6195000.0,2025,freehold,0.0,0.0,2.0,1170.96018735363,954.6735967250615,1238.8062858991407,1102.9710100327193,0,0,1415.080480681904,2533.2287280140895
condo,2,1,657,unspecified,1.305,103.75,dover,queenstown,1633800.0,2023,99-year leasehold,1.0,2.0,0.0,8027.240454973556,2048.583451890329,1189.2557246622987,1061.6008369676815,0,0,1786.2653714086969,2598.365506321766
condo,5,4,1690,unspecified,1.308,103.75,clementi woods,clementi,3059700.0,2025,99-year leasehold,0.0,2.0,0.0,15122.873345935726,1883.4227480686293,965.5685998344296,927.513239397594,1,1,1738.8596517552494,2274.900649180353
hdb,3,2,1065,unfurnished,1.35,103.75,bukit batok east,bukit batok,546000.0,1985,99-year leasehold,0.0,0.0,0.0,33377.169910573386,80.15809473989933,584.6863441435625,498.4317748140249,3,2,97.60494588943635,2429.967939026438
semi-detached house,5,3,3400,unspecified,1.307,103.94,siglap,bedok,6825000.0,1970,freehold,0.0,1.0,0.0,5927.2894615738605,2487.442807771541,1509.1950465146326,1218.1796939254573,0,0,2218.672895142188,4411.692241947445
executive condo,3,2,1087,partial,1.332,103.75,taman jurong,jurong west,1554000.0,2016,99-year leasehold,1.0,2.0,1.0,26894.83258101462,866.5138697469229,1569.518575623901,1452.4074403861603,0,0,461.3655158532426,541.4382219192876
hdb,3,2,1001,partial,1.309,103.8,ghim moh,queenstown,924000.0,2013,99-year leasehold,0.0,0.0,0.0,28521.416803953874,1136.4206388140085,1441.7184095483487,1314.7079153402278,0,0,1331.5509026922628,2503.5823999332497
condo,3,3,1302,partial,1.371,103.94,pasir ris central,pasir ris,2310000.0,2026,99-year leasehold,1.0,1.0,1.0,21329.80482963943,1327.8165302149753,607.5977411346396,1330.8153881083026,2,0,969.5828308235895,1295.8580331311907
hdb,3,2,1001,unspecified,1.398,103.9,fernvale,sengkang,609000.0,2016,99-year leasehold,2.0,1.0,0.0,24586.051179126945,2397.3805648010057,618.079038305109,910.3369217738585,2,1,761.7716539233187,1523.90502698812
hdb,3,2,689,unspecified,1.351,103.94,tampines west,tampines,409500.0,1986,99-year leasehold,3.0,3.0,3.0,22925.29926335175,573.3690339536074,175.0557125423864,120.21693590457473,4,4,442.76424442792353,901.978199209246
executive condo,5,4,1690,unspecified,1.397,103.9,anchorvale,sengkang,2612400.0,2017,99-year leasehold,3.0,1.0,0.0,32150.73160954099,2365.6697309772057,509.5724331208768,811.1911441550535,2,1,654.9359310718728,1521.1899166798687
condo,2,2,689,unspecified,1.3125,103.8,moulmein,novena,1785000.0,2023,99-year leasehold,1.0,0.0,1.0,6901.669758812616,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
hdb,2,2,882,partial,1.371,103.9,cheng san,ang mo kio,441000.0,1980,99-year leasehold,3.0,1.0,1.0,29371.141571622895,1650.6837518857337,236.4193206484644,290.16435120089784,2,3,716.7974937090531,2226.4621461134643
hdb,3,3,1582,unspecified,1.323,103.75,sunset way,clementi,1134000.0,1985,99-year leasehold,0.0,0.0,0.0,5861.603900819588,1396.3256409893563,1395.0790865411184,619.5894307506984,0,1,1314.7846866667492,593.8870870065426
hdb,2,2,700,unspecified,1.3125,103.9,geylang east,geylang,399000.0,1976,99-year leasehold,2.0,0.0,3.0,11604.095563139932,417.13424505528667,1212.4594258203867,1127.3089956561514,0,0,1029.2696797116846,2150.894892499274
semi-detached house,5,6,2750,unspecified,1.361,103.9,chong boon,ang mo kio,7140000.0,1978,freehold,1.0,1.0,0.0,24568.88559243464,1126.1207059460748,608.7663556900695,559.3998554175323,1,1,952.8145215854304,1159.8131669449633
condo,1,1,560,partial,1.303,103.9,tanjong rhu,kallang,1680000.0,2023,99-year leasehold,0.0,1.0,1.0,5417.926460548132,38.532027574390455,1746.9047906375886,855.666205816679,0,1,181.51154640274086,2678.3169507179646
condo,3,2,947,unspecified,1.357,103.75,hillview,bukit batok,1773300.0,2022,freehold,0.0,0.0,0.0,9680.979133226325,239.02889073792375,298.93525657722984,560.1404357258119,2,3,820.9381308288192,3114.0901905583664
condo,5,4,2142,unfurnished,1.301,103.9,marine parade,marine parade,5953500.0,2024,freehold,2.0,1.0,0.0,23172.41379310345,228.95975031723128,1873.671603312763,806.0711589621035,0,1,236.5992841405761,2758.0471174615172
hdb,3,2,989,unspecified,1.313,103.9,geylang east,geylang,607800.0,1976,99-year leasehold,2.0,0.0,3.0,11604.095563139932,458.4858788883652,1156.8417788654385,1065.0774324056463,0,0,1135.02008731752,2121.639069397502
condo,1,1,527,unfurnished,1.294,103.8,institution hill,river valley,1811200.0,2025,freehold,0.0,0.0,0.0,8023.433520122262,672.336343465033,566.1457103681322,106.94151501830721,2,3,1010.5007506669068,1157.2457416372913
condo,1,1,484,partial,1.317,103.8,moulmein,novena,1344000.0,2022,freehold,1.0,0.0,1.0,6901.669758812616,569.290938701315,611.4072527776592,409.5359951827492,1,1,1883.6948502854393,2771.776373443841
hdb,2,2,721,unspecified,1.418,103.8,khatib,yishun,512400.0,2018,99-year leasehold,1.0,1.0,1.0,7153.325423965384,2277.4942710419014,1984.0153847655995,2060.554992339639,0,0,2564.880564226171,3566.9945335278258
condo,2,2,700,fully,1.331,103.75,sunset way,clementi,1362900.0,2024,999-year leasehold,0.0,0.0,0.0,5861.603900819588,888.6635210704789,1622.3545764519008,1350.3415262655758,0,0,535.6754798656024,453.2542515024751
condo,3,2,1152,partial,1.326,103.9,balestier,novena,2625000.0,2024,freehold,1.0,0.0,0.0,16832.762379321084,659.0133421680833,748.431455840862,898.2163266032529,2,1,953.6983690501338,2241.0835820085967
hdb,3,2,1216,unspecified,1.392,103.9,anchorvale,sengkang,682500.0,2003,99-year leasehold,3.0,1.0,0.0,32150.73160954099,2236.306555729085,144.0915696089222,359.4186318651364,2,1,126.70956586505108,1472.5956343615394
hdb,3,2,1119,unfurnished,1.378,103.9,hougang west,hougang,577500.0,1989,99-year leasehold,2.0,3.0,0.0,34208.744074046204,2068.2355048339346,527.1969430413741,829.3602863436014,2,2,556.5129335901257,2265.1070459388825
condo,5,4,2142,unspecified,1.301,103.9,marine parade,marine parade,5477800.0,2024,freehold,2.0,1.0,0.0,23172.41379310345,228.95975031723128,1873.671603312763,806.0711589621035,0,1,236.5992841405761,2758.0471174615172
hdb,3,2,1001,unspecified,1.406,103.94,waterway east,punggol,699300.0,2016,99-year leasehold,3.0,1.0,0.0,33964.54472199838,3187.958856714073,2263.55733329343,3030.1901224774574,0,0,2729.844239237784,2922.532869298167
condo,1,1,474,unspecified,1.327,103.8,coronation road,bukit timah,1360100.0,2022,99-year leasehold,0.0,1.0,2.0,4694.407410006315,619.0371920987166,768.5728430646536,820.9490581827473,2,2,2449.024797622005,3390.4506748929703
condo,3,3,1066,unspecified,1.355,103.94,tampines west,tampines,1510900.0,2020,99-year leasehold,3.0,3.0,3.0,22925.29926335175,1111.663062663951,359.89250131160236,508.2934167502573,5,3,400.5139379501,891.6943051294696
semi-detached house,5,5,2600,unspecified,1.371,103.8,sembawang hills,ang mo kio,5964000.0,1988,freehold,0.0,0.0,0.0,7657.909446618223,2427.686218501118,2432.208375495597,1961.683730123279,0,0,2744.792606642922,4564.428431026234
condo,3,3,1119,unspecified,1.327,103.8,coronation road,bukit timah,2831800.0,2022,99-year leasehold,0.0,1.0,2.0,4694.407410006315,619.0371920987166,768.5728430646536,820.9490581827473,2,2,2449.024797622005,3390.4506748929703
hdb,3,2,1001,unspecified,1.444,103.8,sembawang east,sembawang,656200.0,2017,99-year leasehold,0.0,0.0,0.0,22872.971903442816,989.1816232659346,801.8576512352545,485.35207007664144,3,1,886.568921719786,2185.572619821041
condo,5,5,1819,unspecified,1.3125,103.8,moulmein,novena,4519200.0,2023,99-year leasehold,1.0,0.0,1.0,6901.669758812616,791.0017042641059,1041.6632217345634,893.8486490372085,0,1,1525.1917709161926,2580.8725173781363
executive condo,4,3,1153,fully,1.353,103.7,yunnan,jurong west,1048800.0,2017,99-year leasehold,5.0,1.0,0.0,30594.207496713952,1989.0361166736373,906.92859593421,1587.9438458883305,1,0,1174.9071386841954,674.2432100323792
condo,3,3,1152,unspecified,1.316,103.9,balestier,novena,2292200.0,2023,freehold,1.0,0.0,0.0,16832.762379321084,661.215973601564,1041.3723371412782,930.903512891306,0,1,1395.75298926985,2065.8802387248115
hdb,2,2,785,unspecified,1.351,103.75,bukit batok east,bukit batok,420000.0,1985,99-year leasehold,0.0,0.0,0.0,33377.169910573386,179.2434595860334,610.1439729609252,454.0676065391085,4,2,100.18795326795676,2516.0366956393527
bungalow,6,7,7432,unspecified,1.241,103.8,sentosa,southern islands,16800000.0,2016,99-year leasehold,0.0,0.0,0.0,407.0670191783122,2869.826186040465,3934.925230215169,4114.334837113916,0,0,2729.978933735295,5223.041037622366
condo,3,4,1399,unspecified,1.297,103.9,mountbatten,marine parade,3913200.0,2024,freehold,0.0,1.0,0.0,5829.779776856125,661.2827715566362,2114.5059113621837,876.3101410723682,0,1,620.5170563376811,2538.0917718717183
condo,4,4,1410,unspecified,1.346,103.75,anak bukit,bukit timah,2752300.0,2024,99-year leasehold,2.0,0.0,1.0,7885.912090289547,373.42236130881463,391.1314935753077,243.67247601475066,2,2,493.26833849624296,1999.3496339094795
condo,3,2,1184,unspecified,1.299,103.9,tanjong rhu,kallang,3066000.0,2016,freehold,0.0,1.0,1.0,5417.926460548132,444.6263932054229,2015.9232170534617,813.4303796271456,0,1,416.3462659437621,2641.4391471732356
condo,1,1,689,fully,1.281,103.9,central subzone,downtown core,1491000.0,2008,99-year leasehold,0.0,0.0,3.0,898.6010415602982,1771.1613601180886,3127.6604216407322,2239.1701430957646,0,0,1416.9388493589147,2357.0197133991683
hdb,3,2,990,unspecified,1.357,103.9,serangoon garden,serangoon,577500.0,1984,99-year leasehold,2.0,2.0,0.0,11934.374173061657,794.4254760176012,649.9317110872189,518.1783787564656,1,1,596.3916754716587,748.8025270164998
hdb,3,2,1119,unspecified,1.421,103.8,yishun south,yishun,522900.0,1986,99-year leasehold,2.0,2.0,0.0,31517.683927771974,2257.0176445249344,2018.6936253007075,1954.043708269428,0,0,2387.580212371693,3386.599773147869
condo,3,2,1227,partial,1.317,103.8,nassim,tanglin,3570000.0,2025,freehold,0.0,0.0,1.0,4541.768045417681,569.290938701315,611.4072527776592,409.5359951827492,1,1,1883.6948502854393,2771.776373443841
condo,2,2,646,partial,1.367,103.9,kovan,hougang,1291500.0,2023,99-year leasehold,0.0,0.0,1.0,12732.218002668582,1363.4942660071342,669.2083540415205,502.57772741848765,1,2,1072.0306962793743,1797.0392899100175
condo,1,1,592,fully,1.304,103.9,mount emily,rochor,1365000.0,2008,freehold,0.0,0.0,0.0,8402.061855670103,106.72568410781314,1690.4338087399349,899.3031782334734,0,1,238.33722146895863,2610.0870997963734
hdb,2,2,732,unspecified,1.327,103.94,kembangan,bedok,577500.0,2016,99-year leasehold,1.0,1.0,1.0,15691.366816068361,983.6649685757781,345.76603479116113,661.5396863933036,4,5,888.9985724204687,3018.1132488164776
condo,2,2,689,unspecified,1.297,103.9,mountbatten,marine parade,2119300.0,2024,freehold,0.0,1.0,0.0,5829.779776856125,661.2827715566362,2114.5059113621837,876.3101410723682,0,1,620.5170563376811,2538.0917718717183
hdb,2,2,721,unspecified,1.34,103.75,yuhua east,jurong east,420000.0,1982,99-year leasehold,2.0,0.0,0.0,26784.16955017301,1022.9683576381614,759.7131181522392,695.1840968504664,2,1,684.928758055257,1357.8927461931698
condo,3,2,1378,unfurnished,1.299,103.9,tanjong rhu,kallang,3849300.0,2016,freehold,0.0,1.0,1.0,5417.926460548132,444.6263932054229,2015.9232170534617,813.4303796271456,0,1,416.3462659437621,2641.4391471732356
hdb,3,2,1011,unspecified,1.391,103.9,fernvale,sengkang,603800.0,2018,99-year leasehold,2.0,1.0,0.0,24586.051179126945,2191.3470263746904,114.49328657625892,351.5407305651842,2,1,172.57377094453457,1492.2572755701974
hdb,3,2,904,unfurnished,1.335,103.94,kaki bukit,bedok,493500.0,1987,99-year leasehold,1.0,0.0,2.0,13169.088975540588,613.3045423129679,402.8732773225811,208.1337514043854,4,3,1323.8087301260512,2198.759777765887
condo,3,2,1141,partial,1.286,103.8,pearl's hill,outram,2730000.0,2025,99-year leasehold,0.0,1.0,0.0,10897.435897435898,611.4613817188018,293.97408791662883,62.45656048390471,1,2,816.5012224615541,918.1711142731007
bungalow,6,4,4000,unfurnished,1.356,103.8,upper thomson,bishan,12810000.0,2007,freehold,0.0,1.0,3.0,7634.757760748149,2278.7699341463954,3007.2149284311517,2197.8536241680613,0,0,2047.526946657567,4019.2664223004836
executive condo,4,3,1152,partial,1.447,103.8,sembawang east,sembawang,1260000.0,2023,99-year leasehold,0.0,0.0,0.0,22872.971903442816,861.9879473105757,526.4491725225464,496.2696358031957,3,2,784.649900355762,1960.4613485689797
executive condo,4,3,1399,partial,1.444,103.8,sembawang east,sembawang,1764000.0,2026,99-year leasehold,0.0,0.0,0.0,22872.971903442816,989.1816232659346,801.8576512352545,485.35207007664144,3,1,886.568921719786,2185.572619821041
condo,2,2,807,unfurnished,1.294,103.8,institution hill,river valley,2787800.0,2025,freehold,0.0,0.0,0.0,8023.433520122262,672.336343465033,566.1457103681322,106.94151501830721,2,3,1010.5007506669068,1157.2457416372913
condo,3,2,1141,unspecified,1.303,103.9,tanjong rhu,kallang,3360000.0,2023,99-year leasehold,0.0,1.0,1.0,5417.926460548132,38.532027574390455,1746.9047906375886,855.666205816679,0,1,181.51154640274086,2678.3169507179646
condo,4,3,1227,unspecified,1.313,103.9,geylang east,geylang,2605300.0,2025,freehold,2.0,0.0,3.0,11604.095563139932,458.4858788883652,1156.8417788654385,1065.0774324056463,0,0,1135.02008731752,2121.639069397502
